generation,best_score,avg_score,diversity
592,3271.8400,174.0094,42.72
593,3271.8400,174.2140,42.72
594,3271.8400,175.3238,42.72
595,3271.8400,173.2192,42.72
596,3271.8400,173.3185,42.72
597,3271.8400,173.7516,42.72
598,3271.8400,174.6209,42.72
599,3271.8400,175.0404,42.72
600,3271.8400,175.0810,42.72
600,3271.8400,175.0810,42.72
601,3271.8400,179.2463,42.72
602,3271.8400,179.6465,42.72
603,3271.8400,183.1148,42.72
604,3271.8400,183.1863,42.72
605,3271.8400,187.2093,42.72
606,3271.8400,188.1719,42.72
607,3271.8400,188.6718,42.72
608,3271.8400,188.9162,42.72
609,3271.8400,190.1184,42.72
610,3271.8400,193.5646,42.72
611,3271.8400,194.8505,42.72
612,3271.8400,200.7981,42.72
613,3271.8400,201.2672,42.72
614,3271.8400,201.9311,42.72
615,3271.8400,202.1838,33.05
616,3271.8400,206.0730,33.05
617,3271.8400,206.1795,33.05
618,3271.8400,206.7733,33.05
619,3271.8400,206.8510,33.05
620,3271.8400,205.4089,33.05
621,3271.8400,207.6131,33.05
622,3271.8400,209.7319,33.05
623,3271.8400,209.9776,33.05
624,3271.8400,210.1524,33.05
625,3271.8400,210.5190,33.05
626,3271.8400,211.4993,33.05
627,3271.8400,211.6927,33.05
628,3271.8400,213.0784,33.05
629,3271.8400,216.5771,33.05
630,3271.8400,218.0815,33.05
631,3271.8400,218.0821,33.05
632,3271.8400,221.1839,33.05
633,3271.8400,221.2965,33.05
634,3271.8400,223.4952,33.05
635,3271.8400,223.5874,33.05
636,3271.8400,223.8182,33.05
637,3271.8400,225.8479,33.05
638,3271.8400,226.1304,33.05
639,3271.8400,226.7237,33.05
640,3271.8400,225.8399,33.05
641,3271.8400,228.2178,33.05
642,3271.8400,228.3835,33.05
643,3271.8400,229.2236,33.05
644,3271.8400,231.4883,33.05
645,3271.8400,231.7322,33.05
646,3271.8400,232.1966,33.05
647,3271.8400,230.4092,33.05
648,3271.8400,233.7008,33.05
649,3271.8400,234.6345,33.05
650,3271.8400,234.8962,33.05
651,3271.8400,237.8301,33.05
652,3271.8400,238.4220,33.05
653,3271.8400,241.1178,33.05
654,3271.8400,243.9418,33.05
655,3271.8400,243.2451,33.05
656,3271.8400,243.2461,33.05
657,3271.8400,244.2171,33.05
658,3271.8400,246.6027,33.05
659,3271.8400,246.6581,33.05
660,3271.8400,246.6845,33.05
661,3271.8400,247.0727,33.05
662,3271.8400,250.0569,33.05
663,3271.8400,251.1614,33.05
664,3271.8400,251.3473,33.05
665,3271.8400,251.4231,33.05
666,3271.8400,250.5543,33.05
667,3271.8400,250.5763,14.83
668,3271.8400,249.8755,32.28
669,3271.8400,251.2794,32.28
670,3271.8400,254.8678,33.48
671,3283.1962,261.1247,33.48
672,3283.1962,263.2250,33.48
673,3283.1962,265.1622,33.48
674,3283.1962,268.1609,33.48
675,3283.1962,270.8169,33.48
676,3283.1962,271.7181,33.48
677,3283.1962,273.3892,33.48
678,3283.1962,273.5873,33.48
